Reward,Diff baseline
12,223.58139697129354
42,472.79452394910766
7,-7.522658933550474
2,-630.0158452971575
30,105.75205839458363
12,-270.2972032960208
28,21.713837945602563
0,-495.7682247721855
10,180.9678402913246
9,-85.03059295949151
14,180.9124565769439
12,-255.09432595049793
14,175.40916911005866
42,487.31389301114336
0,-715.0989996876365
10,-365.68879973827416
19,-131.1709843376957
13,83.16864998350093
24,293.15692445920286
13,83.16864998350093
12,119.04676806419911
9,-128.00600422770117
10,-388.5497911995983
30,82.1588692358896
16,280.88703044137674
36,374.83704847855256
31,29.605177724811938
13,-182.45659131971865
9,76.88218001948849
12,270.02202611322934
0,-715.0989996876365
15,85.72738563845996
43,324.88753021626144
28,23.657344829898193
24,307.5486826448316
5,-196.65079436890414
24,24.902102032631774
38,488.60894795411104
31,65.87082748180433
12,223.58139697129354
45,334.8834205611845
12,270.02202611322934
40,457.86137456199776
22,262.68372098439363
10,-432.8408103400011
8,218.09420718051626
46,461.42492643193464
47,308.5004511732743
17,166.3706716774402
28,394.23807219460275
30,404.79258531384505
42,484.89026489071034
14,199.17877829726274
-3,-87.91335435936048
-3,-31.68402610363887
20,215.4625686080292
1,-35.57028755695001
-3,-26.762264222840713
46,397.7080940866442
24,326.40869299874817
6,89.70272448778246
6,-503.76280076678836
39,251.5480853534698
2,-737.8313072817862
26,43.78208516114546
44,464.65725609261233
19,303.1273337963444
10,-349.4069379810401
10,-451.6324709206524
39,225.7766470372842
42,474.5473177584885
25,270.3719119693733
12,277.67803783158786
30,83.38297417470903
18,214.33208627655426
24,307.5486826448316
21,261.459824019538
-8,-588.0225803327048
10,-360.0249410552083
7,35.13214170097035
52,459.79491733601253
17,-120.75346897525765
46,397.7080940866442
24,328.95746073733426
40,492.55530558033854
7,36.788444314005574
33,-4.545242984703236
36,382.45463128511506
36,407.9554428010331
16,227.30687955096334
-3,-83.4806523342861
24,326.9525613361427
44,454.09113646645926
45,338.9746051384984
16,-245.08449672122788
15,-139.6588369935746
43,268.45609224142027
26,43.78208516114546
12,-270.2972032960208
28,349.17440291526145
48,459.5284676149885
8,-428.23850769096066
13,-182.45659131971865
25,270.3719119693733
26,165.6552282972326
14,180.9124565769439
24,24.902102032631774
26,102.92710946376019
10,-355.68218727570707
39,263.52084998429495
17,-143.50549649104573
15,27.63973846249428
29,-39.83873372214521
7,32.194077478697636
28,130.22037554733834
24,277.2365646157439
26,-8.362213323142896
5,-46.4741248963644
35,95.19645718928587
